problem_id,slug,title,difficulty,acceptance,problem_url,source_keys,source_count,concepts,imported_at
1722,minimize-hamming-distance-after-swap-operations,Minimize Hamming Distance After Swap Operations,Medium,69.6%,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/,google-thirty-days,1,,2026-05-17
1732,find-the-highest-altitude,Find the Highest Altitude,Easy,83.9%,https://leetcode.com/problems/find-the-highest-altitude/,licc-bonus-arrays-and-strings,1,,2026-05-17
1748,sum-of-unique-elements,Sum of Unique Elements,Easy,80.0%,https://leetcode.com/problems/sum-of-unique-elements/,licc-bonus-hashing,1,,2026-05-17
1757,recyclable-and-low-fat-products,Recyclable and Low Fat Products,Easy,88.6%,https://leetcode.com/problems/recyclable-and-low-fat-products/,google-thirty-days,1,,2026-05-17
1768,merge-strings-alternately,Merge Strings Alternately,Easy,82.1%,https://leetcode.com/problems/merge-strings-alternately/,google-thirty-days,1,,2026-05-17
1838,frequency-of-the-most-frequent-element,Frequency of the Most Frequent Element,Medium,44.8%,https://leetcode.com/problems/frequency-of-the-most-frequent-element/,google-thirty-days,1,,2026-05-17
1845,seat-reservation-manager,Seat Reservation Manager,Medium,67.2%,https://leetcode.com/problems/seat-reservation-manager/,licc-bonus-heaps,1,,2026-05-17
1851,minimum-interval-to-include-each-query,Minimum Interval to Include Each Query,Hard,,https://leetcode.com/problems/minimum-interval-to-include-each-query/,neetcode-150,1,Intervals,2026-05-25
1855,maximum-distance-between-a-pair-of-values,Maximum Distance Between a Pair of Values,Medium,61.4%,https://leetcode.com/problems/maximum-distance-between-a-pair-of-values/,licc-bonus-binary-search,1,,2026-05-17
1861,rotating-the-box,Rotating the Box,Medium,82.5%,https://leetcode.com/problems/rotating-the-box/,google-thirty-days,1,,2026-05-17
1899,merge-triplets-to-form-target-triplet,Merge Triplets to Form Target Triplet,Medium,,https://leetcode.com/problems/merge-triplets-to-form-target-triplet/,neetcode-150,1,Greedy,2026-05-25
1914,cyclically-rotating-a-grid,Cyclically Rotating a Grid,Medium,74.1%,https://leetcode.com/problems/cyclically-rotating-a-grid/,google-thirty-days,1,,2026-05-17
1929,concatenation-of-array,Concatenation of Array,Easy,90.3%,https://leetcode.com/problems/concatenation-of-array/,google-thirty-days,1,,2026-05-17
1944,number-of-visible-people-in-a-queue,Number of Visible People in a Queue,Hard,73.0%,https://leetcode.com/problems/number-of-visible-people-in-a-queue/,coding-plan-deep-work;google-thirty-days;licc-bonus-stacks-and-queues,3,,2026-05-17
1970,last-day-where-you-can-still-cross,Last Day Where You Can Still Cross,Hard,68.7%,https://leetcode.com/problems/last-day-where-you-can-still-cross/,licc-bonus-binary-search,1,,2026-05-17
2000,reverse-prefix-of-word,Reverse Prefix of Word,Easy,86.5%,https://leetcode.com/problems/reverse-prefix-of-word/,licc-bonus-arrays-and-strings,1,,2026-05-17
2011,final-value-of-variable-after-performing-operations,Final Value of Variable After Performing Operations,Easy,90.6%,https://leetcode.com/problems/final-value-of-variable-after-performing-operations/,google-thirty-days,1,,2026-05-17
2013,detect-squares,Detect Squares,Medium,,https://leetcode.com/problems/detect-squares/,neetcode-150,1,Math & Geometry,2026-05-25
2078,two-furthest-houses-with-different-colors,Two Furthest Houses With Different Colors,Easy,71.8%,https://leetcode.com/problems/two-furthest-houses-with-different-colors/,google-thirty-days,1,,2026-05-17
2104,sum-of-subarray-ranges,Sum of Subarray Ranges,Medium,61.1%,https://leetcode.com/problems/sum-of-subarray-ranges/,licc-bonus-stacks-and-queues,1,,2026-05-17
2141,maximum-running-time-of-n-computers,Maximum Running Time of N Computers,Hard,56.5%,https://leetcode.com/problems/maximum-running-time-of-n-computers/,licc-bonus-binary-search,1,,2026-05-17
2182,construct-string-with-repeat-limit,Construct String With Repeat Limit,Medium,70.8%,https://leetcode.com/problems/construct-string-with-repeat-limit/,licc-bonus-heaps,1,,2026-05-17
2187,minimum-time-to-complete-trips,Minimum Time to Complete Trips,Medium,39.8%,https://leetcode.com/problems/minimum-time-to-complete-trips/,licc-bonus-binary-search,1,,2026-05-17
2226,maximum-candies-allocated-to-k-children,Maximum Candies Allocated to K Children,Medium,49.9%,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/,licc-bonus-binary-search,1,,2026-05-17
2235,add-two-integers,Add Two Integers,Easy,88.0%,https://leetcode.com/problems/add-two-integers/,google-thirty-days,1,,2026-05-17
2250,count-number-of-rectangles-containing-each-point,Count Number of Rectangles Containing Each Point,Medium,37.6%,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point/,licc-bonus-binary-search,1,,2026-05-17
2251,number-of-flowers-in-full-bloom,Number of Flowers in Full Bloom,Hard,57.8%,https://leetcode.com/problems/number-of-flowers-in-full-bloom/,licc-bonus-binary-search,1,,2026-05-17
2258,escape-the-spreading-fire,Escape the Spreading Fire,Hard,38.2%,https://leetcode.com/problems/escape-the-spreading-fire/,licc-bonus-binary-search,1,,2026-05-17
2305,fair-distribution-of-cookies,Fair Distribution of Cookies,Medium,69.9%,https://leetcode.com/problems/fair-distribution-of-cookies/,licc-bonus-backtracking,1,,2026-05-17
2336,smallest-number-in-infinite-set,Smallest Number in Infinite Set,Medium,70.6%,https://leetcode.com/problems/smallest-number-in-infinite-set/,licc-bonus-heaps,1,,2026-05-17
2390,removing-stars-from-a-string,Removing Stars From a String,Medium,79.3%,https://leetcode.com/problems/removing-stars-from-a-string/,licc-bonus-stacks-and-queues,1,,2026-05-17
2398,maximum-number-of-robots-within-budget,Maximum Number of Robots Within Budget,Hard,38.6%,https://leetcode.com/problems/maximum-number-of-robots-within-budget/,licc-bonus-stacks-and-queues,1,,2026-05-17
2402,meeting-rooms-iii,Meeting Rooms III,Hard,51.5%,https://leetcode.com/problems/meeting-rooms-iii/,licc-bonus-heaps,1,,2026-05-17
2434,using-a-robot-to-print-the-lexicographically-smallest-string,Using a Robot to Print the Lexicographically Smallest String,Medium,62.3%,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string/,licc-bonus-stacks-and-queues,1,,2026-05-17
2452,words-within-two-edits-of-dictionary,Words Within Two Edits of Dictionary,Medium,73.5%,https://leetcode.com/problems/words-within-two-edits-of-dictionary/,google-thirty-days,1,,2026-05-17
2462,total-cost-to-hire-k-workers,Total Cost to Hire K Workers,Medium,43.6%,https://leetcode.com/problems/total-cost-to-hire-k-workers/,licc-bonus-heaps,1,,2026-05-17
2476,closest-nodes-queries-in-a-binary-search-tree,Closest Nodes Queries in a Binary Search Tree,Medium,44.5%,https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree/,licc-bonus-binary-search,1,,2026-05-17
2517,maximum-tastiness-of-candy-basket,Maximum Tastiness of Candy Basket,Medium,68.1%,https://leetcode.com/problems/maximum-tastiness-of-candy-basket/,licc-bonus-binary-search,1,,2026-05-17
2540,minimum-common-value,Minimum Common Value,Easy,58.0%,https://leetcode.com/problems/minimum-common-value/,licc-bonus-arrays-and-strings,1,,2026-05-17
2553,separate-the-digits-in-an-array,Separate the Digits in an Array,Easy,85.8%,https://leetcode.com/problems/separate-the-digits-in-an-array/,google-thirty-days,1,,2026-05-17
2615,sum-of-distances,Sum of Distances,Medium,50.4%,https://leetcode.com/problems/sum-of-distances/,google-thirty-days,1,,2026-05-17
2667,create-hello-world-function,Create Hello World Function,Easy,81.9%,https://leetcode.com/problems/create-hello-world-function/,google-thirty-days,1,,2026-05-17
2784,check-if-array-is-good,Check if Array is Good,Easy,57.3%,https://leetcode.com/problems/check-if-array-is-good/,google-thirty-days,1,,2026-05-17
2877,create-a-dataframe-from-list,Create a DataFrame from List,Easy,81.0%,https://leetcode.com/problems/create-a-dataframe-from-list/,google-thirty-days,1,,2026-05-17
2958,length-of-longest-subarray-with-at-most-k-frequency,Length of Longest Subarray With at Most K Frequency,Medium,56.6%,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/,licc-bonus-hashing,1,,2026-05-17
3005,count-elements-with-maximum-frequency,Count Elements With Maximum Frequency,Easy,79.8%,https://leetcode.com/problems/count-elements-with-maximum-frequency/,licc-bonus-hashing,1,,2026-05-17
3225,maximum-score-from-grid-operations,Maximum Score From Grid Operations,Hard,64.6%,https://leetcode.com/problems/maximum-score-from-grid-operations/,google-thirty-days,1,,2026-05-17
3464,maximize-the-distance-between-points-on-a-square,Maximize the Distance Between Points on a Square,Hard,51.2%,https://leetcode.com/problems/maximize-the-distance-between-points-on-a-square/,google-thirty-days,1,,2026-05-17
3629,minimum-jumps-to-reach-end-via-prime-teleportation,Minimum Jumps to Reach End via Prime Teleportation,Medium,44.9%,https://leetcode.com/problems/minimum-jumps-to-reach-end-via-prime-teleportation/,google-thirty-days,1,,2026-05-17
3660,jump-game-ix,Jump Game IX,Medium,46.2%,https://leetcode.com/problems/jump-game-ix/,google-thirty-days,1,,2026-05-17
3742,maximum-path-score-in-a-grid,Maximum Path Score in a Grid,Medium,53.9%,https://leetcode.com/problems/maximum-path-score-in-a-grid/,google-thirty-days,1,,2026-05-17
